heldout,method,model,representation,pair_count,mae_s,rmse_s,medae_s,r2,bias_s,aug_mean
TS0330F,classical_anchor_matched,rf,pressure_shape,3,91.74165233630349,108.81974341785,85.10027319725616,-0.31753881954589797,28.369024421692362,63.333333333333336
TS0330F,classical_anchor_matched,rf,temperature,3,43.06950105828701,45.319041435650945,45.20151774136838,0.7339381182161254,35.03434795676272,63.333333333333336
TS0330F,racdiff,huber,fusion_absolute,3,172.82765340526416,173.72886490271534,171.59054741488103,-3.230986209887797,142.77194764201818,63.333333333333336
TS0330F,racdiff,huber,fusion_shape,3,52.07853743037095,57.14858630303082,50.17507188190675,0.6169444022323783,36.21156899267358,63.333333333333336
TS0330F,racdiff,huber,pressure_absolute,3,156.4568645183732,176.98659200584817,145.37086207299078,-2.62457412180651,-43.46087896585531,63.333333333333336
TS0330F,racdiff,huber,pressure_shape,3,95.22135724207492,111.23760974415585,83.8303972714509,-0.36509699671718887,36.29848174393039,63.333333333333336
TS0330F,racdiff,huber,temperature,3,47.12365535074901,48.68056494421864,46.27329549253801,0.6780053390309138,41.46848433628089,63.333333333333336
TS0330F,racdiff,rf,fusion_absolute,3,45.175409152719624,50.866783376954324,42.33811789380064,0.710313750082018,41.42037171917118,63.333333333333336
TS0330F,racdiff,rf,fusion_shape,3,49.05333401476896,51.834359210337816,49.47845205125637,0.6728928882188111,36.99401601604877,63.333333333333336
TS0330F,racdiff,rf,pressure_absolute,3,91.99741061598337,107.3355001550966,87.71182715557262,-0.4067510375154329,44.276113891251235,63.333333333333336
TS0330F,racdiff,rf,pressure_shape,3,91.448048592644,107.63689633656152,84.61991960925634,-0.3035914801333918,32.0428920245079,63.333333333333336
TS0330F,racdiff,rf,temperature,3,44.05967986662211,45.89193249974543,45.46496583935468,0.7292931161097002,36.253891402653146,63.333333333333336
TS0330F,real_only,huber,fusion_absolute,3,207.69373030822575,207.92657948531155,208.4682893882231,-5.216216541254255,176.12078377026623,0.0
TS0330F,real_only,huber,fusion_shape,3,53.45322245070857,61.72162478102603,54.28552392638803,0.5631987333456591,29.34454078829629,0.0
TS0330F,real_only,huber,pressure_absolute,3,156.96745820381318,183.29549438183062,137.1367098052325,-2.8983328924499445,44.312488914979554,0.0
TS0330F,real_only,huber,pressure_shape,3,107.34188199181325,127.56503875854237,100.479102820069,-0.8148360383810548,42.812868467336266,0.0
TS0330F,real_only,huber,temperature,3,41.883087148167355,43.527566905819036,42.03182046667731,0.7334208205022071,36.949370680472406,0.0
TS0330F,real_only,rf,fusion_absolute,3,42.31853049977562,47.51273604167458,39.82814592259874,0.7439489851077908,34.109952102505325,0.0
TS0330F,real_only,rf,fusion_shape,3,49.2988643111939,53.998787465295784,45.61652566514501,0.6660189072483094,29.42678680460371,0.0
TS0330F,real_only,rf,pressure_absolute,3,88.4741101466363,101.51375435724232,82.89791734220806,-0.19961936676467093,-17.701346652689285,0.0
TS0330F,real_only,rf,pressure_shape,3,98.11815104309608,116.05299406568717,96.36015064232849,-0.5296287840926021,32.38086490779347,0.0
TS0330F,real_only,rf,temperature,3,43.997567089791396,45.3498350750981,45.16269651681898,0.7346042103005596,36.823661255555926,0.0
TS0330G,classical_anchor_matched,huber,fusion_absolute,3,149.01551640392287,151.9591586743093,144.48855638049747,-2.16300300995694,-36.2920774246895,51.0
TS0330G,classical_anchor_matched,huber,fusion_shape,3,66.486939817222,118.32864553704678,42.881143551216155,-1.553089132209954,22.410526888370068,51.0
TS0330G,classical_anchor_matched,huber,pressure_absolute,3,282.85696493433505,332.48303362888083,205.47660746940437,-17.812427674627095,-114.5454722378375,51.0
TS0330G,classical_anchor_matched,huber,pressure_shape,3,107.32400661917154,130.3132156477896,89.55225476935239,-1.183490471008725,-30.336554036019304,51.0
TS0330G,classical_anchor_matched,huber,temperature,3,43.63180909551105,64.19990502117344,34.080244866513816,0.4657196548301308,14.025304627478741,51.0
TS0330G,classical_anchor_matched,rf,fusion_absolute,3,42.907834947774,45.64694443179679,43.47677211662276,0.7024865467435774,2.9570490402768073,51.0
TS0330G,classical_anchor_matched,rf,fusion_shape,3,39.587584704789265,42.302080373703916,41.16458967465852,0.7289037484758739,7.006864337019572,51.0
